s,a,r,s'
93,1,0,83
93,1,0,92
92,1,0,93
93,1,0,83
74,4,0,84
85,4,0,75
55,4,0,56
25,2,0,26
50,4,0,40
38,1,0,28
37,4,0,27
27,1,0,26
34,3,0,24
24,4,0,23
33,2,0,23
13,2,0,14
44,2,0,54
85,4,0,95
77,2,0,87
87,4,0,77
88,2,0,89
26,1,0,16
13,2,0,3
5,4,0,5
14,1,0,24
53,3,0,63
64,4,0,54
43,3,0,53
51,2,0,52
73,4,0,83
93,3,0,93
7,4,0,7
45,2,0,46
45,2,0,46
37,4,0,36
4,3,0,14
12,1,0,13
7,1,0,6
15,1,0,16
5,2,0,6
26,2,0,25
22,1,0,21
21,2,0,22
32,2,0,42
31,1,0,31
11,4,0,21
61,1,0,61
93,4,0,83
96,3,0,96
96,4,0,97
85,4,0,75
59,3,0,69
87,4,0,77
87,1,0,86
99,4,0,89
56,2,0,66
77,1,0,76
85,3,0,95
84,2,0,85
35,1,0,45
27,3,0,17
9,4,0,9
20,3,0,10
9,3,0,19
20,4,0,19
10,3,0,20
30,2,0,30
41,2,0,42
23,1,3,22
12,2,0,13
5,1,0,4
2,2,0,3
4,3,0,5
5,1,0,6
5,3,0,15
50,4,0,40
60,2,0,60
35,1,0,34
41,1,0,41
51,1,0,51
51,4,0,41
31,1,0,31
54,4,0,44
86,4,0,76
76,1,0,86
75,2,0,76
43,3,0,53
3,2,0,2
41,1,0,41
41,1,0,41
71,4,0,72
74,1,0,73
23,3,3,33
3,2,0,4
4,2,0,5
4,1,0,14
4,2,0,3
32,1,0,31
53,2,0,54
78,3,10,79
70,2,0,70
69,2,0,70
50,4,0,40
30,2,0,30
8,4,0,8
40,3,0,30
20,1,0,19
40,2,0,40
40,3,0,39
40,4,0,30
9,1,0,8
20,3,0,30
49,1,0,48
32,2,0,33
53,4,0,43
26,3,0,36
35,2,0,36
25,1,0,24
94,1,0,84
84,1,0,83
32,3,0,42
64,3,0,74
24,4,0,23
22,4,0,12
12,2,0,13
34,2,0,35
5,4,0,5
8,4,0,8
18,1,0,17
5,2,0,6
17,4,0,7
17,3,0,27
27,4,0,17
38,2,0,39
29,4,0,19
19,4,0,9
10,1,0,20
10,2,0,10
96,3,0,96
79,4,0,69
69,1,0,68
77,2,0,76
75,4,0,85
94,3,0,94
94,1,0,95
46,2,0,47
26,4,0,36
23,1,3,22
32,3,0,33
30,3,0,40
28,1,0,27
49,1,0,59
48,2,0,49
36,2,0,37
67,2,0,57
98,4,0,88
88,1,0,78
69,1,0,59
70,4,0,80
41,3,0,31
22,1,0,21
21,4,0,11
11,1,0,11
12,3,0,22
22,1,0,21
1,4,0,1
12,1,0,13
23,3,3,33
53,2,0,43
91,2,0,81
72,3,0,71
71,1,0,71
82,1,0,72
31,1,0,31
3,3,0,13
2,1,0,1
1,1,0,1
1,2,0,11
55,2,0,56
57,2,0,47
47,3,0,57
57,4,0,47
3,2,0,4
43,1,0,42
32,2,0,22
18,1,0,28
7,2,0,8
7,2,0,6
45,1,0,35
25,2,0,24
38,4,0,37
37,3,0,47
37,4,0,27
37,2,0,27
55,1,0,54
45,2,0,46
44,1,0,54
37,4,0,27
27,1,0,26
16,2,0,26
37,4,0,27
8,3,0,18
8,4,0,8
8,4,0,8
7,1,0,6
15,2,0,25
15,3,0,14
30,3,0,40
40,1,0,30
50,3,0,60
70,2,0,70
77,4,0,67
10,1,0,20
20,4,0,19
18,2,0,19
18,3,0,19
19,4,0,9
9,2,0,19
20,1,0,10
20,4,0,10
29,3,0,39
40,4,0,30
30,3,0,40
29,2,0,19
19,4,0,9
10,3,0,20
50,2,0,50
70,1,0,69
69,4,0,70
69,4,0,59
69,1,0,68
89,2,0,90
96,3,0,96
96,4,0,86
81,3,0,91
91,2,0,81
86,2,0,87
87,3,0,97
87,1,0,86
86,4,0,76
100,4,0,90
96,1,0,95
74,2,0,73
56,2,0,57
66,3,0,65
76,4,0,66
66,1,0,65
54,3,0,64
74,1,0,73
4,4,0,4
6,2,0,7
13,1,0,12
4,2,0,14
44,4,0,34
81,3,0,91
71,4,0,61
66,4,0,56
46,3,0,45
34,3,0,33
23,3,3,33
23,3,3,33
64,2,0,65
98,2,0,97
87,3,0,88
12,4,0,22
34,2,0,35
46,3,0,56
56,4,0,66
17,2,0,18
30,3,0,29
29,2,0,30
29,3,0,28
19,4,0,18
50,1,0,49
38,3,0,48
43,1,0,42
41,4,0,31
32,2,0,42
41,1,0,41
33,4,0,23
22,4,0,21
2,2,0,3
4,3,0,14
8,1,0,9
17,4,0,7
7,3,0,6
6,1,0,5
67,1,0,66
66,2,0,67
86,1,0,85
55,1,0,65
65,1,0,64
64,2,0,74
62,1,0,52
52,3,0,62
51,4,0,52
51,2,0,41
41,3,0,51
62,4,0,61
25,2,0,26
16,3,0,6
17,2,0,7
18,4,0,8
75,3,0,85
91,1,0,91
51,1,0,51
32,2,0,42
34,4,0,33
22,2,0,23
24,4,0,14
2,2,0,3
2,2,0,3
90,4,0,100
57,1,0,56
77,4,0,67
14,4,0,4
17,2,0,18
7,1,0,6
8,1,0,9
9,3,0,19
19,2,0,20
10,4,0,10
9,3,0,8
8,1,0,7
20,2,0,20
50,4,0,40
58,1,0,68
78,1,10,77
97,3,0,97
88,4,0,78
75,4,0,65
73,3,0,83
96,3,0,96
96,1,0,95
47,3,0,57
40,3,0,50
50,1,0,49
90,3,0,80
100,4,0,99
76,1,0,75
23,4,3,13
5,3,0,15
41,1,0,41
51,3,0,61
72,3,0,62
63,4,0,64
54,1,0,53
65,3,0,75
76,3,0,86
84,2,0,85
84,4,0,83
84,1,0,85
73,3,0,83
66,3,0,65
76,4,0,66
76,1,0,75
65,2,0,75
66,4,0,56
57,4,0,56
56,4,0,46
47,1,0,46
10,1,0,9
79,1,0,80
56,2,0,57
39,3,0,49
49,4,0,39
20,3,0,30
30,3,0,40
69,4,0,79
27,3,0,37
16,4,0,26
30,3,0,20
20,4,0,30
20,4,0,19
72,2,0,73
84,3,0,94
93,1,0,92
97,4,0,87
88,2,0,89
89,4,0,79
80,2,0,80
80,3,0,70
33,3,0,43
62,2,0,52
65,1,0,66
47,1,0,46
56,1,0,55
54,2,0,64
70,3,0,60
62,4,0,61
61,1,0,61
61,3,0,71
71,4,0,61
51,4,0,41
61,4,0,51
34,3,0,35
55,2,0,56
66,3,0,56
44,3,0,45
36,3,0,26
38,1,0,37
84,1,0,83
83,3,0,84
92,1,0,91
92,1,0,93
45,1,0,44
71,4,0,72
72,3,0,73
75,1,0,74
94,4,0,95
93,3,0,93
63,2,0,53
41,4,0,51
43,3,0,44
15,2,0,16
27,1,0,37
27,1,0,37
74,3,0,84
73,2,0,83
84,4,0,85
81,3,0,91
94,4,0,93
83,1,0,73
30,2,0,30
29,3,0,30
18,4,0,8
10,1,0,20
77,4,0,67
58,3,0,57
67,3,0,57
66,2,0,67
59,3,0,69
99,3,0,99
32,4,0,22
21,3,0,22
21,4,0,11
26,3,0,36
26,3,0,16
15,3,0,14
26,4,0,16
26,2,0,27
27,2,0,28
28,1,0,29
30,2,0,30
30,2,0,30
29,4,0,19
30,4,0,29
39,3,0,49
50,4,0,60
47,3,0,37
58,2,0,59
11,2,0,1
13,3,0,23
24,2,0,25
15,1,0,14
4,4,0,4
25,2,0,26
16,2,0,17
39,3,0,49
40,3,0,30
38,1,0,48
68,2,0,69
87,3,0,97
87,3,0,88
99,2,0,98
98,2,0,99
99,4,0,89
90,4,0,80
58,3,0,59
50,4,0,40
9,4,0,9
36,2,0,26
5,1,0,4
32,3,0,33
54,4,0,44
34,1,0,33
43,2,0,44
56,4,0,46
45,3,0,46
34,1,0,35
4,4,0,4
3,1,0,2
1,4,0,1
1,1,0,1
3,1,0,4
14,4,0,15
15,4,0,5
4,3,0,14
14,4,0,4
94,1,0,93
91,3,0,91
96,1,0,97
59,1,0,58
79,4,0,89
14,2,0,15
15,1,0,14
14,1,0,13
21,4,0,22
12,2,0,13
3,3,0,13
24,3,0,34
26,1,0,25
14,1,0,13
25,1,0,15
17,3,0,16
65,2,0,66
66,1,0,65
77,3,0,67
56,3,0,66
80,4,0,70
5,4,0,5
2,1,0,1
25,2,0,35
36,4,0,26
39,1,0,38
55,2,0,54
55,1,0,45
36,4,0,26
16,1,0,15
35,3,0,45
45,1,0,44
53,3,0,63
68,3,0,78
66,3,0,65
66,4,0,56
45,4,0,55
66,4,0,56
73,1,0,74
71,1,0,71
71,3,0,81
82,1,0,81
51,2,0,52
50,2,0,50
40,1,0,30
20,3,0,30
29,4,0,19
19,1,0,18
19,4,0,29
6,4,0,6
6,1,0,5
5,2,0,6
16,1,0,15
26,3,0,27
50,1,0,60
83,3,0,82
93,2,0,92
93,2,0,94
94,3,0,94
94,2,0,95
95,2,0,96
95,1,0,94
84,1,0,83
75,2,0,65
92,1,0,82
69,4,0,68
48,4,0,38
10,1,0,9
28,1,0,27
27,3,0,17
48,1,0,38
9,4,0,9
57,4,0,47
47,1,0,46
47,4,0,48
39,3,0,49
45,3,0,44
44,2,0,43
73,1,0,72
82,1,0,83
86,3,0,96
86,4,0,76
83,3,0,84
84,3,0,94
94,4,0,95
89,2,0,88
75,4,0,74
74,4,0,64
44,4,0,45
56,4,0,66
76,2,0,66
45,2,0,46
44,1,0,45
34,2,0,35
40,4,0,30
40,4,0,30
39,3,0,49
53,3,0,52
52,3,0,62
62,3,0,72
25,4,0,15
36,3,0,46
74,3,0,75
75,3,0,85
85,1,0,84
95,3,0,95
95,1,0,94
84,1,0,83
83,4,0,84
87,3,0,86
88,2,0,78
68,4,0,58
58,2,0,59
33,1,0,34
34,1,0,24
12,4,0,2
26,4,0,16
27,3,0,37
69,4,0,59
28,4,0,18
17,1,0,16
4,3,0,5
14,4,0,24
33,2,0,23
35,3,0,34
28,3,0,27
27,3,0,17
79,4,0,69
68,4,0,69
18,2,0,19
38,2,0,39
49,3,0,59
48,3,0,49
38,1,0,39
49,2,0,39
39,1,0,38
50,2,0,50
88,4,0,78
80,4,0,70
80,3,0,79
64,2,0,65
65,3,0,75
45,2,0,46
64,1,0,54
25,1,0,35
25,4,0,15
16,2,0,6
39,2,0,40
29,3,0,30
29,2,0,30
20,3,0,10
11,4,0,1
1,3,0,2
12,3,0,22
13,2,0,14
14,4,0,13
35,1,0,36
36,1,0,46
25,2,0,24
25,1,0,35
46,3,0,56
57,3,0,67
66,3,0,76
66,1,0,76
32,3,0,42
33,2,0,34
34,3,0,44
57,1,0,56
5,2,0,15
34,1,0,24
24,3,0,34
31,1,0,31
84,4,0,74
85,2,0,86
97,1,0,87
97,3,0,97
86,1,0,85
83,4,0,73
74,3,0,84
82,2,0,83
73,2,0,74
84,2,0,74
32,3,0,33
51,1,0,51
44,2,0,34
62,3,0,52
62,1,0,52
52,1,0,51
63,4,0,53
44,1,0,43
43,1,0,33
23,3,3,33
44,3,0,54
64,4,0,54
51,4,0,52
61,2,0,62
73,4,0,72
74,1,0,64
58,3,0,68
3,3,0,4
3,1,0,2
3,3,0,13
48,4,0,47
77,3,0,87
97,2,0,98
99,4,0,98
64,2,0,54
100,3,0,100
78,4,10,88
28,4,0,18
37,3,0,27
95,3,0,95
54,4,0,64
56,3,0,66
76,4,0,66
66,4,0,56
66,1,0,65
84,1,0,83
62,3,0,72
83,1,0,82
52,1,0,51
52,2,0,51
32,2,0,33
69,4,0,59
65,2,0,66
76,1,0,86
95,2,0,96
98,4,0,97
95,1,0,94
84,3,0,94
84,2,0,83
75,1,0,65
55,4,0,45
55,1,0,54
53,2,0,63
64,3,0,74
98,1,0,97
64,1,0,63
63,3,0,73
73,3,0,63
72,3,0,82
91,2,0,92
52,2,0,62
53,2,0,54
51,3,0,61
43,2,0,44
41,4,0,31
41,3,0,31
44,2,0,34
32,3,0,42
61,4,0,51
71,1,0,71
62,1,0,72
82,4,0,72
14,1,0,4
17,1,0,16
4,1,0,3
22,1,0,21
3,2,0,4
1,1,0,1
8,1,0,18
18,2,0,19
18,4,0,8
9,2,0,19
10,3,0,9
39,1,0,29
29,3,0,39
29,1,0,39
50,2,0,50
70,4,0,60
58,2,0,57
68,3,0,58
60,4,0,59
38,1,0,48
39,1,0,38
47,2,0,57
68,2,0,58
48,3,0,49
87,3,0,86
97,3,0,97
86,2,0,87
66,2,0,76
75,4,0,74
43,1,0,33
1,1,0,1
21,4,0,11
21,2,0,22
11,1,0,11
71,3,0,61
21,4,0,11
21,3,0,11
2,1,0,1
5,1,0,6
6,1,0,7
48,4,0,38
48,2,0,49
60,4,0,70
70,3,0,80
79,2,0,78
34,4,0,33
72,4,0,73
33,2,0,32
1,4,0,1
1,4,0,1
3,3,0,13
42,2,0,43
45,2,0,55
54,4,0,53
82,3,0,92
72,4,0,73
61,2,0,62
51,3,0,61
62,1,0,52
83,4,0,73
90,1,0,89
99,2,0,89
49,4,0,48
48,2,0,49
7,3,0,6
3,4,0,3
16,2,0,26
24,2,0,25
34,4,0,24
41,2,0,42
44,4,0,54
65,3,0,64
63,2,0,64
64,4,0,54
43,2,0,44
53,2,0,54
64,4,0,65
54,3,0,53
82,2,0,83
96,3,0,96
86,1,0,85
100,2,0,100
97,2,0,87
76,1,0,86
93,3,0,93
92,1,0,93
66,1,0,76
75,4,0,65
65,3,0,75
65,4,0,55
29,1,0,19
78,2,10,88
89,1,0,88
80,4,0,70
80,2,0,80
80,1,0,79
90,3,0,100
100,3,0,100
58,2,0,59
38,1,0,37
32,3,0,22
12,1,0,22
31,1,0,31
13,1,0,3
13,2,0,14
25,4,0,24
23,1,3,13
59,1,0,60
80,3,0,90
90,3,0,89
89,2,0,90
98,3,0,98
98,4,0,99
100,1,0,90
80,2,0,80
70,4,0,60
50,4,0,60
99,1,0,98
98,2,0,97
77,4,0,67
77,1,0,76
59,1,0,49
60,2,0,60
27,1,0,26
70,4,0,60
50,1,0,49
49,1,0,48
57,1,0,56
66,3,0,65
22,4,0,12
25,3,0,15
24,1,0,14
14,4,0,24
62,2,0,63
73,4,0,63
53,4,0,43
43,4,0,42
83,1,0,82
62,4,0,52
81,3,0,82
93,3,0,93
91,4,0,92
65,2,0,66
77,2,0,87
35,1,0,34
61,1,0,61
75,3,0,74
64,1,0,65
57,1,0,56
21,1,0,21
72,3,0,71
73,3,0,72
72,1,0,71
23,3,3,33
42,3,0,43
53,4,0,43
34,1,0,44
44,2,0,45
44,3,0,54
54,4,0,44
61,4,0,51
31,2,0,32
31,3,0,32
21,1,0,21
16,3,0,26
34,3,0,35
33,3,0,43
66,1,0,65
21,3,0,22
24,4,0,25
25,4,0,15
28,3,0,38
38,2,0,39
36,3,0,26
70,2,0,70
28,1,0,27
13,3,0,23
13,3,0,23
13,4,0,12
11,2,0,12
32,2,0,31
31,1,0,31
21,1,0,21
32,4,0,22
5,3,0,4
55,2,0,56
67,2,0,68
52,2,0,53
85,2,0,86
67,3,0,77
58,1,0,59
68,3,0,78
63,1,0,62
63,2,0,64
82,2,0,72
72,1,0,71
71,1,0,71
72,1,0,71
41,2,0,51
51,2,0,52
63,2,0,64
74,4,0,73
33,1,0,32
54,2,0,55
19,4,0,9
9,1,0,8
6,1,0,7
10,1,0,20
9,4,0,9
12,4,0,22
11,4,0,1
54,1,0,44
48,3,0,47
15,1,0,14
14,3,0,4
5,3,0,4
25,3,0,35
44,4,0,34
53,2,0,52
9,1,0,8
9,3,0,19
18,3,0,17
37,1,0,36
36,1,0,35
16,4,0,17
18,1,0,17
10,3,0,20
29,3,0,30
30,3,0,40
50,3,0,60
79,4,0,69
61,4,0,62
32,1,0,33
25,3,0,35
24,1,0,23
28,1,0,27
47,1,0,46
47,3,0,57
66,4,0,56
46,3,0,36
47,3,0,46
65,3,0,55
65,2,0,66
28,1,0,27
47,2,0,46
5,2,0,4
33,4,0,34
45,3,0,55
27,1,0,26
26,4,0,16
16,1,0,15
6,3,0,5
5,4,0,5
31,4,0,41
41,1,0,41
65,3,0,64
66,3,0,76
76,4,0,77
87,4,0,77
89,1,0,88
94,3,0,94
59,2,0,60
60,2,0,60
80,2,0,80
59,2,0,49
38,4,0,28
8,2,0,9
10,2,0,10
10,3,0,20
29,2,0,19
20,2,0,20
20,4,0,30
30,1,0,40
50,4,0,40
50,3,0,60
60,3,0,59
77,1,0,76
76,4,0,66
76,4,0,66
56,4,0,46
46,4,0,56
46,1,0,45
67,3,0,77
85,1,0,75
79,4,0,89
95,3,0,95
97,1,0,96
76,3,0,86
96,2,0,86
76,3,0,77
86,4,0,76
86,4,0,85
56,1,0,55
43,2,0,53
51,1,0,51
51,2,0,41
33,2,0,34
44,4,0,34
29,1,0,28
28,4,0,18
18,1,0,8
9,1,0,8
6,1,0,7
29,1,0,28
40,3,0,39
30,4,0,40
60,4,0,50
36,3,0,46
36,1,0,46
69,3,0,68
78,4,10,68
23,3,3,13
26,3,0,25
43,1,0,33
35,4,0,25
15,3,0,5
6,2,0,7
7,2,0,17
22,1,0,21
37,2,0,38
38,3,0,48
19,3,0,29
40,3,0,50
60,3,0,59
59,4,0,69
66,1,0,65
65,1,0,64
61,2,0,62
11,4,0,21
22,3,0,32
43,2,0,33
11,3,0,21
31,4,0,41
43,3,0,44
53,2,0,43
81,1,0,81
81,1,0,81
81,1,0,81
82,3,0,92
91,4,0,92
43,4,0,33
12,2,0,13
4,1,0,5
15,4,0,5
3,1,0,2
11,2,0,12
13,2,0,14
4,3,0,3
7,2,0,17
92,4,0,82
83,1,0,82
82,1,0,81
71,3,0,81
93,2,0,92
83,3,0,93
83,4,0,73
56,1,0,55
52,1,0,51
51,1,0,51
53,4,0,63
64,2,0,65
65,1,0,64
34,2,0,35
43,4,0,53
63,3,0,73
93,4,0,92
83,3,0,84
33,1,0,34
52,2,0,42
65,3,0,75
34,3,0,35
45,2,0,46
50,3,0,60
60,2,0,60
40,2,0,40
56,1,0,55
78,2,10,88
67,4,0,77
66,2,0,65
64,1,0,63
54,3,0,64
63,1,0,64
54,1,0,64
64,4,0,65
9,3,0,10
50,3,0,60
49,4,0,59
49,2,0,50
50,2,0,50
48,3,0,58
56,1,0,55
57,1,0,56
76,3,0,86
95,4,0,85
97,3,0,97
100,2,0,100
15,2,0,25
15,4,0,14
5,1,0,4
4,4,0,4
37,1,0,36
9,2,0,10
10,2,0,10
30,4,0,20
20,4,0,10
45,1,0,44
55,2,0,54
24,2,0,25
5,4,0,5
14,2,0,15
25,4,0,15
23,2,3,24
72,2,0,73
62,4,0,52
31,4,0,41
41,2,0,31
44,1,0,43
100,2,0,100
78,4,10,68
46,4,0,56
58,4,0,48
48,4,0,38
37,2,0,38
48,4,0,38
60,3,0,70
69,2,0,68
68,4,0,69
28,2,0,27
16,2,0,17
27,2,0,28
38,4,0,28
3,2,0,4
3,3,0,13
11,1,0,11
45,3,0,46
44,1,0,43
51,2,0,52
72,1,0,73
83,3,0,73
74,3,0,84
84,3,0,94
83,1,0,82
92,2,0,91
81,1,0,81
81,1,0,81
96,3,0,96
77,1,0,78
94,1,0,95
76,4,0,75
86,2,0,87
56,4,0,66
52,4,0,53
41,3,0,42
21,3,0,31
42,3,0,43
51,1,0,51
13,3,0,23
53,1,0,52
35,4,0,25
5,3,0,15
16,2,0,26
26,1,0,25
24,1,0,34
33,2,0,34
32,3,0,42
88,4,0,78
75,2,0,76
73,3,0,72
35,2,0,45
82,2,0,81
64,2,0,65
38,4,0,48
70,1,0,69
69,2,0,79
50,4,0,49
58,2,0,59
58,3,0,59
59,4,0,60
69,4,0,68
99,2,0,98
88,1,0,89
86,1,0,85
73,3,0,83
72,4,0,73
74,2,0,64
21,4,0,31
53,1,0,43
43,1,0,42
61,4,0,71
71,2,0,72
92,4,0,93
40,4,0,30
56,2,0,46
47,4,0,37
38,2,0,39
58,3,0,57
38,2,0,39
29,2,0,39
50,1,0,49
48,3,0,58
58,2,0,59
59,2,0,60
50,3,0,40
40,3,0,39
24,4,0,34
45,2,0,35
35,3,0,45
45,4,0,35
43,4,0,33
15,2,0,16
16,2,0,17
38,2,0,39
49,4,0,50
40,4,0,50
12,3,0,11
4,1,0,14
14,1,0,15
38,1,0,37
98,2,0,97
51,2,0,52
51,3,0,41
32,3,0,42
43,4,0,33
18,2,0,17
36,4,0,35
35,3,0,36
35,4,0,36
36,1,0,35
35,3,0,45
45,3,0,55
65,1,0,66
58,2,0,59
19,4,0,9
7,2,0,17
67,2,0,77
99,3,0,99
90,3,0,89
89,2,0,90
67,2,0,68
78,1,10,77
77,2,0,67
78,1,10,68
79,3,0,89
84,4,0,85
85,4,0,95
80,1,0,79
58,1,0,59
29,4,0,19
8,1,0,7
18,1,0,17
4,1,0,3
15,1,0,16
6,3,0,7
17,4,0,7
20,2,0,20
30,4,0,29
20,1,0,10
30,2,0,30
7,2,0,6
17,1,0,27
30,4,0,29
20,4,0,10
10,2,0,10
18,4,0,8
8,3,0,18
27,3,0,26
7,4,0,7
7,2,0,6
28,2,0,27
37,3,0,47
47,2,0,57
38,4,0,37
35,4,0,25
6,2,0,5
6,1,0,5
17,2,0,27
35,2,0,25
25,1,0,26
36,3,0,46
57,3,0,47
27,1,0,26
25,4,0,15
70,1,0,80
48,2,0,47
66,1,0,67
48,2,0,49
39,2,0,40
70,3,0,60
16,4,0,6
12,3,0,11
55,3,0,65
75,3,0,85
31,3,0,32
21,1,0,21
23,2,3,13
13,3,0,12
4,3,0,5
9,4,0,9
38,3,0,48
39,1,0,38
39,3,0,29
6,3,0,16
15,3,0,25
80,4,0,70
59,4,0,49
50,3,0,49
39,3,0,40
20,4,0,30
40,4,0,30
8,3,0,18
17,3,0,27
27,4,0,37
48,4,0,38
38,1,0,48
48,2,0,49
59,3,0,69
40,4,0,30
40,2,0,40
20,4,0,10
20,3,0,30
29,4,0,39
30,3,0,40
27,3,0,37
37,3,0,47
37,1,0,47
57,3,0,47
57,1,0,47
48,3,0,38
40,1,0,39
8,1,0,9
9,3,0,19
19,2,0,29
29,3,0,30
48,3,0,58
76,4,0,86
65,1,0,55
14,4,0,4
3,4,0,3
3,4,0,3
6,3,0,5
5,3,0,15
15,4,0,5
13,1,0,23
53,4,0,43
43,4,0,42
42,1,0,41
67,2,0,77
52,1,0,62
34,2,0,44
25,4,0,26
26,3,0,36
8,4,0,8
70,3,0,60
50,4,0,40
60,2,0,60
58,2,0,59
31,3,0,41
61,4,0,51
66,1,0,65
79,3,0,80
80,1,0,79
79,2,0,89
19,2,0,18
82,1,0,92
71,3,0,61
43,4,0,33
34,2,0,35
85,3,0,95
96,4,0,97
96,1,0,95
93,2,0,94
77,4,0,67
67,1,0,68
65,2,0,66
34,3,0,35
24,1,0,25
35,3,0,45
35,4,0,25
4,1,0,3
2,1,0,1
23,1,3,24
25,3,0,15
14,1,0,4
9,3,0,19
20,1,0,19
9,1,0,8
30,2,0,30
30,4,0,20
92,2,0,91
91,2,0,81
92,1,0,91
92,1,0,93
83,4,0,73
80,4,0,90
100,2,0,100
99,1,0,100
99,4,0,89
97,4,0,87
77,2,0,78
78,4,10,68
78,4,10,88
33,4,0,23
22,4,0,12
12,4,0,2
2,2,0,3
3,1,0,2
13,2,0,14
30,3,0,29
29,1,0,30
39,4,0,29
29,4,0,28
18,4,0,8
8,2,0,7
10,4,0,10
20,4,0,10
91,3,0,91
73,4,0,63
62,2,0,63
52,4,0,42
42,4,0,32
21,3,0,11
1,2,0,2
24,4,0,14
13,1,0,12
12,2,0,13
2,1,0,1
2,1,0,1
1,1,0,1
1,4,0,1
23,4,3,13
23,1,3,22
100,2,0,100
80,4,0,90
80,4,0,70
55,4,0,54
25,3,0,24
3,2,0,4
1,2,0,2
12,1,0,13
64,2,0,65
58,4,0,48
68,4,0,58
100,2,0,100
100,4,0,99
88,1,0,89
70,1,0,69
59,2,0,69
69,4,0,59
37,3,0,47
46,1,0,45
74,3,0,84
93,3,0,93
92,4,0,82
83,1,0,82
71,1,0,71
33,2,0,43
35,1,0,34
43,1,0,44
42,1,0,43
41,3,0,42
53,4,0,54
42,2,0,52
62,1,0,61
81,2,0,82
85,1,0,75
76,1,0,66
56,3,0,55
54,1,0,53
72,1,0,71
62,3,0,52
44,2,0,54
62,4,0,61
62,2,0,63
43,3,0,44
44,3,0,34
34,3,0,44
4,3,0,14
5,2,0,6
12,3,0,22
61,2,0,62
3,2,0,13
51,2,0,52
54,2,0,55
66,1,0,65
65,4,0,55
69,1,0,70
78,4,10,88
68,3,0,69
80,2,0,80
80,2,0,80
13,4,0,3
5,4,0,5
5,4,0,5
25,1,0,24
1,1,0,1
22,2,0,23
52,4,0,53
15,2,0,14
34,1,0,33
35,2,0,36
36,1,0,35
6,3,0,5
15,4,0,14
4,3,0,3
6,4,0,6
5,1,0,4
36,3,0,35
27,3,0,37
70,3,0,69
30,3,0,20
8,1,0,7
18,3,0,19
70,4,0,80
57,1,0,56
67,4,0,57
70,2,0,70
69,4,0,70
80,2,0,80
46,4,0,36
36,4,0,26
4,3,0,14
25,2,0,26
26,3,0,36
36,4,0,26
25,3,0,35
4,4,0,4
15,3,0,5
4,3,0,14
14,3,0,24
57,4,0,58
50,2,0,50
32,4,0,22
22,2,0,12
13,3,0,3
3,4,0,3
3,1,0,4
5,1,0,15
5,4,0,5
5,1,0,15
5,4,0,5
34,4,0,24
35,4,0,25
27,3,0,37
69,1,0,79
86,2,0,96
95,2,0,96
86,3,0,96
87,4,0,77
50,3,0,60
59,2,0,60
40,2,0,40
92,3,0,92
82,3,0,92
94,3,0,94
94,1,0,93
83,1,0,82
93,4,0,94
76,1,0,75
96,1,0,95
96,3,0,96
42,2,0,43
44,2,0,45
34,4,0,24
43,2,0,42
62,1,0,63
63,2,0,64
77,3,0,76
76,4,0,66
87,1,0,86
87,2,0,88
97,2,0,98
99,3,0,99
78,2,10,77
69,4,0,59
49,1,0,48
18,2,0,17
8,1,0,7
30,4,0,20
19,1,0,18
18,2,0,19
20,3,0,30
29,4,0,39
25,4,0,26
97,1,0,96
94,2,0,93
93,4,0,92
92,4,0,82
65,3,0,64
74,3,0,84
83,4,0,82
72,3,0,62
94,2,0,95
22,4,0,12
3,3,0,13
3,2,0,4
14,1,0,24
45,2,0,44
31,1,0,31
34,1,0,24
14,4,0,4
2,1,0,12
13,3,0,23
1,2,0,2
1,4,0,1
41,1,0,41
21,2,0,22
24,2,0,14
13,1,0,23
79,4,0,78
89,3,0,88
57,3,0,58
44,2,0,45
45,4,0,35
55,3,0,54
35,2,0,34
34,4,0,44
80,1,0,79
90,4,0,80
70,1,0,69
50,2,0,50
60,2,0,60
70,1,0,80
46,1,0,56
57,4,0,47
66,1,0,65
96,3,0,96
86,1,0,85
82,4,0,81
58,1,0,57
58,4,0,48
58,3,0,48
49,2,0,48
58,2,0,59
50,3,0,60
67,1,0,68
50,3,0,60
14,4,0,24
24,1,0,23
13,1,0,12
52,1,0,51
52,2,0,53
71,3,0,81
91,1,0,91
91,3,0,91
62,2,0,63
42,2,0,43
56,2,0,46
36,2,0,37
47,2,0,48
58,3,0,68
99,3,0,99
99,3,0,99
100,1,0,90
89,3,0,88
88,4,0,78
88,1,0,87
98,1,0,99
88,3,0,98
98,3,0,98
87,4,0,97
97,3,0,97
64,1,0,65
63,2,0,64
87,3,0,97
78,1,10,77
75,2,0,76
85,4,0,75
54,2,0,44
27,3,0,37
34,1,0,33
25,3,0,35
44,3,0,54
39,3,0,49
39,2,0,40
29,3,0,19
18,4,0,19
27,3,0,28
19,1,0,18
18,1,0,17
47,1,0,37
26,1,0,25
47,2,0,37
9,4,0,9
19,4,0,9
7,3,0,8
48,3,0,58
59,4,0,49
58,2,0,59
57,1,0,58
68,3,0,58
57,2,0,58
97,1,0,87
78,4,10,79
79,2,0,80
60,4,0,50
80,1,0,79
47,3,0,46
79,4,0,69
69,2,0,70
42,3,0,52
63,2,0,64
94,4,0,93
74,2,0,75
75,1,0,76
68,1,0,67
